W1119 00:10:50.317000 967 torch/distributed/run.py:793] 
W1119 00:10:50.317000 967 torch/distributed/run.py:793] *****************************************
W1119 00:10:50.317000 967 torch/distributed/run.py:793] Setting OMP_NUM_THREADS environment variable for each process to be 1 in default, to avoid your system being overloaded, please further tune the variable for optimal performance in your application as needed. 
W1119 00:10:50.317000 967 torch/distributed/run.py:793] *****************************************
total desired batch size: 524288
=> calculated gradient accumulation steps: 4
found 99 shards for split train
found 1 shards for split val
/workspace/model.py:177: FutureWarning: You are using `torch.load` with `weights_only=False` (the current default value), which uses the default pickle module implicitly. It is possible to construct malicious pickle data which will execute arbitrary code during unpickling (See https://github.com/pytorch/pytorch/blob/main/SECURITY.md#untrusted-models for more details). In a future release, the default value for `weights_only` will be flipped to `True`. This limits the functions that could be executed during unpickling. Arbitrary objects will no longer be allowed to be loaded via this mode unless they are explicitly allowlisted by the user via `torch.serialization.add_safe_globals`. We recommend you start setting `weights_only=True` for any use case where you don't have full control of the loaded file. Please open an issue on GitHub for any issues related to this experimental feature.
  checkpoint = torch.load(checkpoint_path, map_location=torch.device(device))
/workspace/model.py:177: FutureWarning: You are using `torch.load` with `weights_only=False` (the current default value), which uses the default pickle module implicitly. It is possible to construct malicious pickle data which will execute arbitrary code during unpickling (See https://github.com/pytorch/pytorch/blob/main/SECURITY.md#untrusted-models for more details). In a future release, the default value for `weights_only` will be flipped to `True`. This limits the functions that could be executed during unpickling. Arbitrary objects will no longer be allowed to be loaded via this mode unless they are explicitly allowlisted by the user via `torch.serialization.add_safe_globals`. We recommend you start setting `weights_only=True` for any use case where you don't have full control of the loaded file. Please open an issue on GitHub for any issues related to this experimental feature.
  checkpoint = torch.load(checkpoint_path, map_location=torch.device(device))
Loaded checkpoint from log/model_19072.pt, epoch 1, step 19072, val_loss 3.071725368499756
Loaded checkpoint from log/model_19072.pt, epoch 1, step 19072, val_loss 3.071725368499756
starting epoch 1 from step 19072 until 38146
num decayed parameter tensors: 50, with 124,354,560 parameters
num non-decayed parameter tensors: 98, with 121,344 parameters
using fused AdamW: True
starting epoch 1 from step 19072 until 38146
step 19072 | loss: 3.021431 | lr 3.3812e-04 | norm: 0.3323 | dt: 1760.61ms | tok/sec: 297788.49
step 19073 | loss: 3.961587 | lr 3.3810e-04 | norm: 8.4952 | dt: 802.85ms | tok/sec: 653032.59
step 19074 | loss: 3.560749 | lr 3.3808e-04 | norm: 3.4420 | dt: 799.41ms | tok/sec: 655842.43
step 19075 | loss: 3.465721 | lr 3.3805e-04 | norm: 1.9194 | dt: 797.63ms | tok/sec: 657311.34
step 19076 | loss: 3.284289 | lr 3.3803e-04 | norm: 1.3371 | dt: 795.51ms | tok/sec: 659055.17
step 19077 | loss: 3.310468 | lr 3.3801e-04 | norm: 1.3159 | dt: 796.80ms | tok/sec: 657990.48
step 19078 | loss: 3.337602 | lr 3.3799e-04 | norm: 0.9738 | dt: 799.47ms | tok/sec: 655792.36
step 19079 | loss: 3.235010 | lr 3.3796e-04 | norm: 0.8756 | dt: 798.53ms | tok/sec: 656570.47
validation loss: 3.2034
HellaSwag accuracy: 3049/10042=0.3036
rank 1 sample 0: Hello, I'm a language model, my model is a picture book, if it helps to bring us together. Let's talk about language models in the context
rank 1 sample 1: Hello, I'm a language model, not an individualist. I think, 'I would recommend that there be many community, as well, programs that arerank 0 sample 0: Hello, I'm a language model, and I would like you to make them better to use when they talk about a problem and its importance in my classroom!

rank 1 sample 2: Hello, I'm a language model, but
a language model is a model of a language model: the
purpose of language model is to provide language

rank 0 sample 1: Hello, I'm a language model, so every text is the same and what I want when I write this to myself. But then, of course, the
rank 1 sample 3: Hello, I'm a language model, and I'm studying a subject that doesn't have a written theory."
There are very few written theories in the world
rank 0 sample 2: Hello, I'm a language model, so I thought you ought to come to the trouble if you think I could be called "a language model" and what
rank 0 sample 3: Hello, I'm a language model, so every learning is a task, each learning outcome is a task. It doesn't seem obvious to me that learning and
step 19080 | loss: 3.285733 | lr 3.3794e-04 | norm: 0.8137 | dt: 19807.22ms | tok/sec: 26469.54
step 19081 | loss: 3.191498 | lr 3.3792e-04 | norm: 0.7631 | dt: 796.52ms | tok/sec: 658222.09
step 19082 | loss: 3.195482 | lr 3.3790e-04 | norm: 0.6358 | dt: 799.04ms | tok/sec: 656150.84
step 19083 | loss: 3.166665 | lr 3.3787e-04 | norm: 0.5333 | dt: 797.54ms | tok/sec: 657379.13
step 19084 | loss: 3.141900 | lr 3.3785e-04 | norm: 0.5339 | dt: 797.98ms | tok/sec: 657015.38
step 19085 | loss: 3.098402 | lr 3.3783e-04 | norm: 0.4838 | dt: 795.74ms | tok/sec: 658867.58
step 19086 | loss: 3.151249 | lr 3.3781e-04 | norm: 0.4896 | dt: 801.06ms | tok/sec: 654491.47
step 19087 | loss: 3.212455 | lr 3.3778e-04 | norm: 0.5436 | dt: 799.36ms | tok/sec: 655882.72
step 19088 | loss: 3.073143 | lr 3.3776e-04 | norm: 0.7274 | dt: 804.14ms | tok/sec: 651982.23
step 19089 | loss: 3.165890 | lr 3.3774e-04 | norm: 0.6830 | dt: 801.31ms | tok/sec: 654290.11
step 19090 | loss: 3.141414 | lr 3.3772e-04 | norm: 0.6878 | dt: 802.59ms | tok/sec: 653243.85
step 19091 | loss: 3.031940 | lr 3.3769e-04 | norm: 0.6799 | dt: 806.35ms | tok/sec: 650202.90
step 19092 | loss: 3.097777 | lr 3.3767e-04 | norm: 0.7185 | dt: 800.21ms | tok/sec: 655187.04
step 19093 | loss: 3.103005 | lr 3.3765e-04 | norm: 0.5527 | dt: 798.78ms | tok/sec: 656358.04
step 19094 | loss: 3.200824 | lr 3.3762e-04 | norm: 0.5193 | dt: 807.66ms | tok/sec: 649145.13
step 19095 | loss: 3.032341 | lr 3.3760e-04 | norm: 0.4571 | dt: 800.49ms | tok/sec: 654961.84
step 19096 | loss: 3.134766 | lr 3.3758e-04 | norm: 0.4681 | dt: 800.29ms | tok/sec: 655120.28
step 19097 | loss: 3.091459 | lr 3.3756e-04 | norm: 0.4211 | dt: 802.40ms | tok/sec: 653399.52
step 19098 | loss: 3.052564 | lr 3.3753e-04 | norm: 0.4187 | dt: 808.40ms | tok/sec: 648549.33
step 19099 | loss: 3.097878 | lr 3.3751e-04 | norm: 0.4009 | dt: 802.18ms | tok/sec: 653582.84
step 19100 | loss: 3.090950 | lr 3.3749e-04 | norm: 0.3931 | dt: 804.54ms | tok/sec: 651659.76
step 19101 | loss: 3.063346 | lr 3.3747e-04 | norm: 0.4009 | dt: 802.02ms | tok/sec: 653709.71
